True Values,Predicted Values,True Characters,Predicted Characters,Character Distance,Matching
0.3,-0.015293106,O,L,3,0
0.0,-0.08658615,M,K,2,0
0.0,-0.14703164,M,J,3,0
0.23,0.031078808,O,M,2,0
-0.04,-0.051096007,L,L,0,1
-0.07,0.038868725,K,M,2,0
0.28,0.03012783,O,M,2,0
-0.02,-0.17101382,L,J,2,0
0.07,-0.13558367,M,J,3,0
-0.14,-0.0062675774,J,L,2,0
-0.09,0.016699068,K,M,2,0
0.53,0.0067609996,P,M,3,0
0.11,0.05393883,N,M,1,0
-0.18,-0.048240945,I,L,3,0
-0.25,-0.16542014,H,J,2,0
0.0,-0.08959864,M,K,2,0
0.0,-0.055310518,M,L,1,0
0.0,0.037319988,M,M,0,1
0.0,-0.025048032,M,L,1,0
0.0,-0.06794749,M,L,1,0
0.25,-0.040976346,O,L,3,0
0.04,-0.06159492,M,L,1,0
-0.12,-0.034217015,K,L,1,0
0.47,0.045753926,P,M,3,0
-0.12,0.032976612,K,M,2,0
-0.12,-0.043114573,K,L,1,0
0.12,-0.04937987,N,L,2,0
0.07,-0.06250362,M,L,1,0
-0.05,-0.015511483,L,L,0,1
-0.07,-0.02990003,K,L,1,0
-0.07,-0.016685754,K,L,1,0
-0.35,-0.0535457,G,L,5,0
0.04,-0.012497097,M,L,1,0
-0.18,-0.044107348,I,L,3,0
-0.33,-0.0031384677,G,L,5,0
0.32,0.1053597,O,N,1,0
0.6,0.06113614,P,M,3,0
-0.49,-0.095603675,E,K,6,0
0.05,0.0058209747,M,M,0,1
0.07,-0.117653,M,K,2,0
-0.21,-0.05618105,I,L,3,0
0.3,-0.089551136,O,K,4,0
0.53,-0.09571085,P,K,5,0
0.0,-0.056678504,M,L,1,0
-0.21,-0.047536433,I,L,3,0
-0.09,-0.059698716,K,L,1,0
0.0,-0.015303336,M,L,1,0
0.3,-0.01683876,O,L,3,0
0.0,-0.08710103,M,K,2,0
0.0,-0.13478932,M,J,3,0
0.23,0.0409344,O,M,2,0
-0.04,-0.051036835,L,L,0,1
-0.07,0.04989578,K,M,2,0
0.28,0.024155542,O,M,2,0
-0.02,-0.17628269,L,I,3,0
0.07,-0.14511602,M,J,3,0
-0.14,-0.01021944,J,L,2,0
-0.09,0.023940332,K,M,2,0
0.53,0.028889231,P,M,3,0
0.11,0.0662009,N,M,1,0
-0.18,-0.037669346,I,L,3,0
-0.25,-0.15769094,H,J,2,0
0.0,-0.08814238,M,K,2,0
0.0,-0.08169365,M,K,2,0
0.0,0.024992146,M,M,0,1
0.0,-0.02567602,M,L,1,0
0.0,-0.044694275,M,L,1,0
0.25,-0.0500924,O,L,3,0
0.04,-0.06689313,M,L,1,0
-0.12,-0.03788404,K,L,1,0
0.47,0.044004425,P,M,3,0
-0.12,0.027034566,K,M,2,0
-0.12,-0.053073913,K,L,1,0
0.12,-0.04754904,N,L,2,0
0.07,-0.06739241,M,L,1,0
-0.05,-0.01743862,L,L,0,1
-0.07,-0.03158112,K,L,1,0
-0.07,-0.017654508,K,L,1,0
-0.35,-0.059887975,G,L,5,0
0.04,-0.020550102,M,L,1,0
-0.18,-0.045132324,I,L,3,0
-0.33,-0.0065633506,G,L,5,0
0.32,0.10469133,O,N,1,0
0.6,0.05802627,P,M,3,0
-0.49,-0.09225501,E,K,6,0
0.05,0.0027999282,M,M,0,1
0.07,-0.11229861,M,K,2,0
-0.07,-0.07333876,K,K,0,1
0.3,-0.10101443,O,K,4,0
0.53,-0.09308221,P,K,5,0
0.0,-0.05562959,M,L,1,0
-0.21,-0.049794026,I,L,3,0
-0.09,-0.05614174,K,L,1,0
0.0,-0.012245685,M,L,1,0
0.3,-0.017850995,O,L,3,0
0.0,-0.09483022,M,K,2,0
0.0,-0.13599873,M,J,3,0
0.23,0.04112018,O,M,2,0
-0.04,-0.048130825,L,L,0,1
-0.07,0.056780875,K,M,2,0
0.28,0.03262537,O,M,2,0
-0.02,-0.16776001,L,J,2,0
0.07,-0.15291455,M,J,3,0
-0.14,-0.026059665,J,L,2,0
-0.09,0.016672276,K,M,2,0
0.53,0.036997713,P,M,3,0
0.11,0.07634887,N,M,1,0
-0.18,-0.022671305,I,L,3,0
-0.25,-0.14339752,H,J,2,0
0.0,-0.08317104,M,K,2,0
0.0,-0.089647025,M,K,2,0
0.0,0.013949037,M,M,0,1
0.0,-0.03560982,M,L,1,0
0.0,-0.05080639,M,L,1,0
0.25,-0.050147012,O,L,3,0
0.04,-0.07747238,M,K,2,0
-0.12,-0.04702875,K,L,1,0
0.47,0.041035518,P,M,3,0
-0.12,0.020522624,K,M,2,0
-0.12,-0.06634259,K,L,1,0
0.12,-0.051155508,N,L,2,0
0.07,-0.06988251,M,K,2,0
-0.05,-0.017881915,L,L,0,1
-0.07,-0.029234499,K,L,1,0
-0.07,-0.016257226,K,L,1,0
-0.35,-0.057651624,G,L,5,0
0.04,-0.03061071,M,L,1,0
-0.18,-0.047276646,I,L,3,0
-0.33,-0.006468758,G,L,5,0
0.32,0.10834009,O,N,1,0
0.6,0.058101445,P,M,3,0
-0.49,-0.085482374,E,K,6,0
0.05,-0.0035506934,M,L,1,0
0.07,-0.10856578,M,K,2,0
-0.07,-0.06368655,K,L,1,0
0.26,0.06938705,O,M,2,0
0.53,-0.091028064,P,K,5,0
0.0,-0.058322914,M,L,1,0
-0.21,-0.054314263,I,L,3,0
-0.09,-0.046656996,K,L,1,0
0.0,0.0012324154,M,M,0,1
0.3,-0.008150101,O,L,3,0
0.0,-0.101022534,M,K,2,0
0.0,-0.14247403,M,J,3,0
0.23,0.040383026,O,M,2,0
-0.04,-0.0581439,L,L,0,1
-0.07,0.06260057,K,M,2,0
0.28,0.055377938,O,M,2,0
-0.02,-0.15498753,L,J,2,0
0.07,-0.15966026,M,J,3,0
-0.14,-0.04383097,J,L,2,0
-0.09,0.020282738,K,M,2,0
0.53,0.041875467,P,M,3,0
0.11,0.08349614,N,M,1,0
-0.18,-0.013661712,I,L,3,0
-0.25,-0.12709308,H,J,2,0
0.0,-0.07316753,M,K,2,0
0.0,-0.09728895,M,K,2,0
0.0,0.008977123,M,M,0,1
0.0,-0.03795641,M,L,1,0
0.0,-0.026697785,M,L,1,0
0.25,-0.06599514,O,L,3,0
0.04,-0.09481504,M,K,2,0
-0.12,-0.059420705,K,L,1,0
0.47,0.04011017,P,M,3,0
-0.12,0.017079562,K,M,2,0
-0.12,-0.07789345,K,K,0,1
0.12,-0.051943704,N,L,2,0
0.07,-0.07530595,M,K,2,0
-0.05,-0.028146014,L,L,0,1
-0.07,-0.025242224,K,L,1,0
-0.07,-0.008483633,K,L,1,0
-0.35,-0.052639276,G,L,5,0
0.04,-0.048244625,M,L,1,0
-0.18,-0.048827514,I,L,3,0
-0.33,-0.016092703,G,L,5,0
0.32,0.10892433,O,N,1,0
0.6,0.048133776,P,M,3,0
-0.49,-0.10628101,E,K,6,0
0.05,-0.031603917,M,L,1,0
0.07,-0.11648148,M,K,2,0
-0.07,-0.07424161,K,K,0,1
0.26,0.05639051,O,M,2,0
0.3,0.014281526,O,M,2,0
0.0,-0.069505885,M,L,1,0
-0.21,-0.05712288,I,L,3,0
-0.09,-0.04946886,K,L,1,0
0.0,0.013133943,M,M,0,1
0.3,0.0020209998,O,M,2,0
0.0,-0.1008344,M,K,2,0
0.0,-0.14772329,M,J,3,0
0.23,0.028132066,O,M,2,0
-0.04,-0.0602144,L,L,0,1
-0.07,0.055436783,K,M,2,0
0.28,0.059033908,O,M,2,0
-0.02,-0.13389322,L,J,2,0
0.07,-0.15387401,M,J,3,0
-0.14,-0.04394032,J,L,2,0
-0.09,0.0039592385,K,M,2,0
0.53,0.046724215,P,M,3,0
0.11,0.08228916,N,M,1,0
-0.18,-0.0011434704,I,M,4,0
-0.25,-0.1321635,H,J,2,0
0.0,-0.06217005,M,L,1,0
0.0,-0.09078209,M,K,2,0
0.0,-0.007290229,M,L,1,0
0.0,-0.0642629,M,L,1,0
0.0,0.04842388,M,M,0,1
0.25,-0.06742217,O,L,3,0
0.04,-0.068789676,M,L,1,0
-0.12,-0.08809483,K,K,0,1
0.47,0.032748558,P,M,3,0
-0.12,0.015500754,K,M,2,0
-0.12,-0.08576921,K,K,0,1
0.12,-0.052250937,N,L,2,0
0.07,-0.074051306,M,K,2,0
-0.05,-0.02935794,L,L,0,1
-0.07,-0.03195125,K,L,1,0
-0.07,-0.00063206255,K,M,2,0
-0.35,-0.045709148,G,L,5,0
0.04,-0.043438062,M,L,1,0
-0.18,-0.059306577,I,L,3,0
-0.33,-0.016651794,G,L,5,0
0.32,0.09324211,O,N,1,0
0.6,0.03949949,P,M,3,0
-0.49,-0.09609191,E,K,6,0
0.05,-0.04533741,M,L,1,0
0.07,-0.12017387,M,K,2,0
-0.07,-0.08395402,K,K,0,1
0.26,0.04149677,O,M,2,0
0.3,-0.000341177,O,M,2,0
-0.42,-0.05883135,F,L,6,0
-0.21,-0.06391598,I,L,3,0
-0.09,-0.057020843,K,L,1,0
0.0,0.011941671,M,M,0,1
0.3,0.011295676,O,M,2,0
0.0,-0.101009525,M,K,2,0
0.0,-0.14529738,M,J,3,0
0.23,0.023008138,O,M,2,0
-0.04,-0.06665138,L,L,0,1
-0.07,0.046406418,K,M,2,0
0.28,0.07582068,O,M,2,0
-0.02,-0.11312642,L,K,1,0
0.07,-0.13840732,M,J,3,0
-0.14,-0.044095382,J,L,2,0
-0.09,-0.005618736,K,L,1,0
0.53,0.03803867,P,M,3,0
0.11,0.07914939,N,M,1,0
-0.18,-0.002315797,I,M,4,0
-0.25,-0.12960118,H,J,2,0
0.0,-0.051318422,M,L,1,0
0.0,-0.08017816,M,K,2,0
0.0,-0.0037845522,M,L,1,0
0.0,-0.07400043,M,K,2,0
0.0,0.06705047,M,M,0,1
0.25,-0.07083129,O,K,4,0
0.04,-0.04798381,M,L,1,0
-0.12,-0.081934795,K,K,0,1
0.47,0.029689044,P,M,3,0
-0.12,0.013063103,K,M,2,0
-0.12,-0.09234333,K,K,0,1
0.12,-0.054326937,N,L,2,0
0.07,-0.070598274,M,K,2,0
-0.05,-0.030834079,L,L,0,1
-0.07,-0.03448406,K,L,1,0
-0.07,0.021815449,K,M,2,0
-0.35,-0.043383017,G,L,5,0
0.04,-0.040631473,M,L,1,0
-0.18,-0.058903992,I,L,3,0
-0.33,-0.0025421828,G,L,5,0
0.32,0.09022553,O,N,1,0
0.6,0.055828393,P,M,3,0
-0.49,-0.08413611,E,K,6,0
0.05,-0.03662786,M,L,1,0
0.07,-0.10235943,M,K,2,0
-0.07,-0.055470765,K,L,1,0
0.26,0.057962477,O,M,2,0
0.3,0.026700884,O,M,2,0
-0.42,-0.03992729,F,L,6,0
0.46,0.032977983,P,M,3,0
-0.09,-0.069368705,K,L,1,0
0.0,0.0006686747,M,M,0,1
0.3,0.021124214,O,M,2,0
0.0,-0.09894014,M,K,2,0
0.0,-0.15037227,M,J,3,0
0.23,0.012241662,O,M,2,0
-0.04,-0.06567567,L,L,0,1
-0.07,0.038633205,K,M,2,0
0.28,0.06497228,O,M,2,0
-0.02,-0.08642196,L,K,1,0
0.07,-0.11659091,M,K,2,0
-0.14,-0.04064907,J,L,2,0
-0.09,-0.007966101,K,L,1,0
0.53,0.029451668,P,M,3,0
0.11,0.07533446,N,M,1,0
-0.18,-0.015550964,I,L,3,0
-0.25,-0.123065576,H,K,3,0
0.0,-0.0471201,M,L,1,0
0.0,-0.0684117,M,L,1,0
0.0,0.0014483184,M,M,0,1
0.0,-0.06069865,M,L,1,0
0.0,0.09422777,M,N,1,0
0.25,-0.07870718,O,K,4,0
0.04,-0.036165535,M,L,1,0
-0.12,-0.08263617,K,K,0,1
0.47,0.032103315,P,M,3,0
-0.12,0.017477348,K,M,2,0
-0.12,-0.09562367,K,K,0,1
0.12,-0.058528274,N,L,2,0
0.07,-0.06859663,M,L,1,0
-0.05,-0.030862495,L,L,0,1
-0.07,-0.03843753,K,L,1,0
-0.07,0.0239975,K,M,2,0
-0.35,-0.027427733,G,L,5,0
0.04,-0.039879367,M,L,1,0
-0.18,-0.059492424,I,L,3,0
-0.33,-0.0055668354,G,L,5,0
0.32,0.096554786,O,N,1,0
0.6,0.057970777,P,M,3,0
-0.49,-0.0523234,E,L,7,0
0.05,-0.023023129,M,L,1,0
0.07,-0.09747888,M,K,2,0
-0.07,-0.033984706,K,L,1,0
0.26,0.07511689,O,M,2,0
0.3,0.046904594,O,M,2,0
-0.42,-0.016777948,F,L,6,0
0.46,0.05481878,P,M,3,0
-0.3,0.058439642,G,M,6,0
0.0,-0.020620912,M,L,1,0
0.3,0.01803393,O,M,2,0
0.0,-0.10291584,M,K,2,0
0.0,-0.1476435,M,J,3,0
0.23,0.0060038045,O,M,2,0
-0.04,-0.059090957,L,L,0,1
-0.07,0.027659282,K,M,2,0
0.28,0.053772897,O,M,2,0
-0.02,-0.08054405,L,K,1,0
0.07,-0.102284394,M,K,2,0
-0.14,-0.036401995,J,L,2,0
-0.09,-0.0075010955,K,L,1,0
0.53,0.027328923,P,M,3,0
0.11,0.071567155,N,M,1,0
-0.18,-0.027265228,I,L,3,0
-0.25,-0.122862,H,K,3,0
0.0,-0.050020814,M,L,1,0
0.0,-0.063864924,M,L,1,0
0.0,0.004309207,M,M,0,1
0.0,-0.046538346,M,L,1,0
0.0,0.101254776,M,N,1,0
0.25,-0.07302548,O,K,4,0
0.04,-0.035495847,M,L,1,0
-0.12,-0.08091571,K,K,0,1
0.47,0.015113145,P,M,3,0
-0.12,0.0140367,K,M,2,0
-0.12,-0.09711377,K,K,0,1
0.12,-0.062920496,N,L,2,0
0.07,-0.07230065,M,K,2,0
-0.05,-0.030629188,L,L,0,1
-0.07,-0.041937888,K,L,1,0
-0.07,0.026356012,K,M,2,0
-0.35,-0.033658832,G,L,5,0
0.04,-0.039266467,M,L,1,0
-0.18,-0.059768498,I,L,3,0
-0.33,-0.0066578835,G,L,5,0
0.32,0.093211755,O,N,1,0
0.6,0.054280505,P,M,3,0
-0.49,-0.04597743,E,L,7,0
0.05,-0.023493588,M,L,1,0
0.07,-0.103265606,M,K,2,0
-0.07,-0.03152117,K,L,1,0
0.26,0.076753855,O,M,2,0
0.3,0.050920248,O,M,2,0
-0.42,-0.012918785,F,L,6,0
0.46,0.05481808,P,M,3,0
-0.3,0.060467973,G,M,6,0
0.12,-0.04250908,N,L,2,0
0.3,0.0028215647,O,M,2,0
0.0,-0.11764384,M,K,2,0
0.0,-0.14582905,M,J,3,0
0.23,-0.00068333745,O,M,2,0
-0.04,-0.050957866,L,L,0,1
-0.07,0.018595971,K,M,2,0
0.28,0.04521548,O,M,2,0
-0.02,-0.0835917,L,K,1,0
0.07,-0.10502935,M,K,2,0
-0.14,-0.040678114,J,L,2,0
-0.09,-0.0032659546,K,L,1,0
0.53,0.022959724,P,M,3,0
0.11,0.0722555,N,M,1,0
-0.18,-0.033550702,I,L,3,0
-0.25,-0.12325093,H,K,3,0
0.0,-0.061757974,M,L,1,0
0.0,-0.07184565,M,K,2,0
0.0,0.0009388998,M,M,0,1
0.0,-0.03534709,M,L,1,0
0.0,0.10546423,M,N,1,0
0.25,-0.05711963,O,L,3,0
0.04,-0.023291007,M,L,1,0
-0.12,-0.07195241,K,K,0,1
0.47,-0.016260609,P,L,4,0
-0.12,0.0051546767,K,M,2,0
-0.12,-0.11462161,K,K,0,1
0.12,-0.063956924,N,L,2,0
0.07,-0.08198793,M,K,2,0
-0.05,-0.031950086,L,L,0,1
-0.07,-0.04473473,K,L,1,0
-0.07,0.028724894,K,M,2,0
-0.35,-0.044428274,G,L,5,0
0.04,-0.040739506,M,L,1,0
-0.18,-0.05967836,I,L,3,0
-0.33,-0.0062057376,G,L,5,0
0.32,0.092316404,O,N,1,0
0.6,0.050094157,P,M,3,0
-0.49,-0.042837426,E,L,7,0
0.05,-0.023289278,M,L,1,0
0.07,-0.11206851,M,K,2,0
-0.07,-0.036203384,K,L,1,0
0.26,0.075873956,O,M,2,0
0.3,0.05418603,O,M,2,0
-0.42,-0.009595156,F,L,6,0
0.46,0.0495304,P,M,3,0
-0.3,0.06018573,G,M,6,0
0.12,-0.03718762,N,L,2,0
-0.18,-0.022178933,I,L,3,0
0.0,-0.1405009,M,J,3,0
0.0,-0.14949538,M,J,3,0
0.23,-0.012849711,O,L,3,0
-0.04,-0.046352692,L,L,0,1
-0.07,0.008117124,K,M,2,0
0.28,0.04915259,O,M,2,0
-0.02,-0.093604684,L,K,1,0
0.07,-0.119985014,M,K,2,0
-0.14,-0.05260726,J,L,2,0
-0.09,-0.0008524433,K,M,2,0
0.53,0.0189064,P,M,3,0
0.11,0.07894038,N,M,1,0
-0.18,-0.0397591,I,L,3,0
-0.25,-0.12775567,H,J,2,0
0.0,-0.08297566,M,K,2,0
0.0,-0.078035265,M,K,2,0
0.0,-0.0015792847,M,M,0,1
0.0,-0.023592629,M,L,1,0
0.0,0.09878345,M,N,1,0
0.25,-0.04231952,O,L,3,0
0.04,-0.019494772,M,L,1,0
-0.12,-0.07456304,K,K,0,1
0.47,-0.032244973,P,L,4,0
-0.12,-0.008717194,K,L,1,0
-0.12,-0.121339686,K,K,0,1
0.12,-0.08652224,N,K,3,0
0.07,-0.095739365,M,K,2,0
-0.05,-0.035260454,L,L,0,1
-0.07,-0.051768303,K,L,1,0
-0.07,0.029314548,K,M,2,0
-0.35,-0.05540175,G,L,5,0
0.04,-0.03987074,M,L,1,0
-0.18,-0.0623264,I,L,3,0
-0.33,-0.014259785,G,L,5,0
0.32,0.09423418,O,N,1,0
0.6,0.046413764,P,M,3,0
-0.49,-0.041380763,E,L,7,0
0.05,-0.03129016,M,L,1,0
0.07,-0.123541005,M,K,2,0
-0.07,-0.048791543,K,L,1,0
0.26,0.07043427,O,M,2,0
0.3,0.048336223,O,M,2,0
-0.42,-0.020449057,F,L,6,0
0.46,0.029901281,P,M,3,0
-0.3,0.04751198,G,M,6,0
0.12,-0.03900698,N,L,2,0
-0.18,-0.037380934,I,L,3,0
0.3,0.06812092,O,M,2,0
0.0,-0.16096528,M,J,3,0
0.23,-0.024087407,O,L,3,0
-0.04,-0.047590263,L,L,0,1
-0.07,0.0034274906,K,M,2,0
0.28,0.053833842,O,M,2,0
-0.02,-0.09290655,L,K,1,0
0.07,-0.12457918,M,J,3,0
-0.14,-0.06777903,J,L,2,0
-0.09,0.004044123,K,M,2,0
0.53,0.015808374,P,M,3,0
0.11,0.082056835,N,M,1,0
-0.18,-0.038667,I,L,3,0
-0.25,-0.114266746,H,K,3,0
0.0,-0.09501161,M,K,2,0
0.0,-0.09230754,M,K,2,0
0.0,-0.011646554,M,L,1,0
0.0,-0.022749402,M,L,1,0
0.0,0.095031984,M,N,1,0
0.25,-0.026642844,O,L,3,0
0.04,-0.011240244,M,L,1,0
-0.12,-0.065914504,K,L,1,0
0.47,-0.04972166,P,L,4,0
-0.12,-0.033649713,K,L,1,0
-0.12,-0.1185143,K,K,0,1
0.12,-0.08711112,N,K,3,0
0.07,-0.060738474,M,L,1,0
-0.05,-0.05360277,L,L,0,1
-0.07,-0.06394754,K,L,1,0
-0.07,0.026351511,K,M,2,0
-0.35,-0.066845275,G,L,5,0
0.04,-0.038257048,M,L,1,0
-0.18,-0.06590687,I,L,3,0
-0.33,-0.023070052,G,L,5,0
0.32,0.09630538,O,N,1,0
0.6,0.04101515,P,M,3,0
-0.49,-0.04376805,E,L,7,0
0.05,-0.033953145,M,L,1,0
0.07,-0.13521314,M,J,3,0
-0.07,-0.06474096,K,L,1,0
0.26,0.06463964,O,M,2,0
0.3,0.043138444,O,M,2,0
-0.42,-0.025771648,F,L,6,0
0.46,0.020896673,P,M,3,0
-0.3,0.040230885,G,M,6,0
0.12,-0.03626722,N,L,2,0
-0.18,-0.048894167,I,L,3,0
0.3,0.054415226,O,M,2,0
-0.04,-0.06397438,L,L,0,1
0.23,-0.03859503,O,L,3,0
-0.04,-0.057278976,L,L,0,1
-0.07,0.00058847666,K,M,2,0
0.28,0.062207088,O,M,2,0
-0.02,-0.09226645,L,K,1,0
0.07,-0.119470485,M,K,2,0
-0.14,-0.07180836,J,K,1,0
-0.09,0.008631244,K,M,2,0
0.53,0.0123022795,P,M,3,0
0.11,0.086303264,N,M,1,0
-0.18,-0.039091088,I,L,3,0
-0.25,-0.09709132,H,K,3,0
0.0,-0.09720961,M,K,2,0
0.0,-0.09555091,M,K,2,0
0.0,-0.019749016,M,L,1,0
0.0,-0.024329789,M,L,1,0
0.0,0.088241465,M,N,1,0
0.25,-0.021793298,O,L,3,0
0.04,-0.0008458644,M,M,0,1
-0.12,-0.052464098,K,L,1,0
0.47,-0.03953147,P,L,4,0
-0.12,-0.039308548,K,L,1,0
-0.12,-0.1297909,K,J,1,0
0.12,-0.079534985,N,K,3,0
0.07,-0.054476514,M,L,1,0
-0.05,-0.04284568,L,L,0,1
-0.07,-0.07633644,K,K,0,1
-0.07,0.021215156,K,M,2,0
-0.35,-0.07643197,G,K,4,0
0.04,-0.037328944,M,L,1,0
-0.18,-0.07010095,I,K,2,0
-0.33,-0.03028953,G,L,5,0
0.32,0.096481904,O,N,1,0
0.6,0.039148018,P,M,3,0
-0.49,-0.048515692,E,L,7,0
0.05,-0.037935883,M,L,1,0
0.07,-0.15074772,M,J,3,0
-0.07,-0.07137515,K,K,0,1
0.26,0.06082344,O,M,2,0
0.3,0.03909178,O,M,2,0
-0.42,-0.028238744,F,L,6,0
0.46,0.01818724,P,M,3,0
-0.3,0.03819646,G,M,6,0
0.12,-0.028048977,N,L,2,0
-0.18,-0.04736741,I,L,3,0
0.3,0.051619038,O,M,2,0
-0.04,-0.062167376,L,L,0,1
0.0,-0.11854784,M,K,2,0
-0.04,-0.07548791,L,K,1,0
-0.07,-0.0018089637,K,M,2,0
0.28,0.07158314,O,M,2,0
-0.02,-0.0870238,L,K,1,0
0.07,-0.11645045,M,K,2,0
-0.14,-0.061855726,J,L,2,0
-0.09,0.015145935,K,M,2,0
0.53,0.015549585,P,M,3,0
0.11,0.08071002,N,M,1,0
-0.18,-0.043863706,I,L,3,0
-0.25,-0.088748716,H,K,3,0
0.0,-0.08662871,M,K,2,0
0.0,-0.083998814,M,K,2,0
0.0,-0.016134828,M,L,1,0
0.0,-0.029977426,M,L,1,0
0.0,0.08719266,M,M,0,1
0.25,-0.026295237,O,L,3,0
0.04,0.010814935,M,M,0,1
-0.12,-0.039937377,K,L,1,0
0.47,-0.02262199,P,L,4,0
-0.12,-0.02685213,K,L,1,0
-0.12,-0.12969837,K,J,1,0
0.12,-0.08468847,N,K,3,0
0.07,-0.031773098,M,L,1,0
-0.05,-0.038715854,L,L,0,1
-0.07,-0.0870215,K,K,0,1
-0.07,0.01381284,K,M,2,0
-0.35,-0.08047141,G,K,4,0
0.04,-0.04008846,M,L,1,0
-0.18,-0.07394083,I,K,2,0
-0.33,-0.02921705,G,L,5,0
0.32,0.09821063,O,N,1,0
0.6,0.033556,P,M,3,0
-0.49,-0.056949854,E,L,7,0
0.05,-0.040861204,M,L,1,0
0.07,-0.1627791,M,J,3,0
-0.07,-0.07883327,K,K,0,1
0.26,0.052717492,O,M,2,0
0.3,0.033079833,O,M,2,0
-0.42,-0.043646112,F,L,6,0
0.46,0.008386001,P,M,3,0
-0.3,0.025104955,G,M,6,0
0.12,-0.042394474,N,L,2,0
-0.18,-0.058542013,I,L,3,0
0.3,0.03718695,O,M,2,0
-0.04,-0.075583205,L,K,1,0
0.0,-0.13321216,M,J,3,0
0.09,0.11930727,N,N,0,1
-0.07,-0.014230549,K,L,1,0
0.28,0.06713408,O,M,2,0
-0.02,-0.092018634,L,K,1,0
0.07,-0.11460181,M,K,2,0
-0.14,-0.058983058,J,L,2,0
-0.09,0.018637657,K,M,2,0
0.53,0.020889066,P,M,3,0
0.11,0.07129547,N,M,1,0
-0.18,-0.05429419,I,L,3,0
-0.25,-0.07759885,H,K,3,0
0.0,-0.079249814,M,K,2,0
0.0,-0.07021099,M,K,2,0
0.0,-0.012965918,M,L,1,0
0.0,-0.03598161,M,L,1,0
0.0,0.08363888,M,M,0,1
0.25,-0.034020364,O,L,3,0
0.04,0.01682797,M,M,0,1
-0.12,-0.03407994,K,L,1,0
0.47,-0.00913389,P,L,4,0
-0.12,-0.012905508,K,L,1,0
-0.12,-0.114883035,K,K,0,1
0.12,-0.079489455,N,K,3,0
0.07,-0.033343755,M,L,1,0
-0.05,-0.027880162,L,L,0,1
-0.07,-0.08644132,K,K,0,1
-0.07,0.014573023,K,M,2,0
-0.35,-0.08026963,G,K,4,0
0.04,-0.04622242,M,L,1,0
-0.18,-0.07886165,I,K,2,0
-0.33,-0.023399055,G,L,5,0
0.32,0.10268518,O,N,1,0
0.6,0.03600739,P,M,3,0
-0.49,-0.060816854,E,L,7,0
0.05,-0.041839167,M,L,1,0
0.07,-0.17150047,M,J,3,0
-0.07,-0.078100294,K,K,0,1
0.26,0.052104294,O,M,2,0
0.3,0.029517874,O,M,2,0
-0.42,-0.046358258,F,L,6,0
0.46,0.007969499,P,M,3,0
-0.3,0.018951416,G,M,6,0
0.12,-0.050609306,N,L,2,0
-0.18,-0.05536285,I,L,3,0
0.3,0.036583006,O,M,2,0
-0.04,-0.076171294,L,K,1,0
0.0,-0.13187185,M,J,3,0
0.09,0.115376584,N,N,0,1
-0.77,-0.016554803,D,L,8,0
0.28,0.047239587,O,M,2,0
-0.02,-0.10750223,L,K,1,0
0.07,-0.11878774,M,K,2,0
-0.14,-0.06331803,J,L,2,0
-0.09,0.010917194,K,M,2,0
0.53,0.020862736,P,M,3,0
0.11,0.065231,N,M,1,0
-0.18,-0.06830709,I,L,3,0
-0.25,-0.07683369,H,K,3,0
0.0,-0.07137078,M,K,2,0
0.0,-0.057857692,M,L,1,0
0.0,-0.010505408,M,L,1,0
0.0,-0.04127784,M,L,1,0
0.0,0.07916297,M,M,0,1
0.25,-0.041495554,O,L,3,0
0.04,0.013251409,M,M,0,1
-0.12,-0.037458718,K,L,1,0
0.47,-0.007080734,P,L,4,0
-0.12,-0.0009558499,K,M,2,0
-0.12,-0.09816628,K,K,0,1
0.12,-0.06701597,N,L,2,0
0.07,-0.02640003,M,L,1,0
-0.05,-0.023460224,L,L,0,1
-0.07,-0.091355234,K,K,0,1
-0.07,0.019203648,K,M,2,0
-0.35,-0.07898539,G,K,4,0
0.04,-0.052428067,M,L,1,0
-0.18,-0.080746114,I,K,2,0
-0.33,-0.016743883,G,L,5,0
0.32,0.109887205,O,N,1,0
0.6,0.046116352,P,M,3,0
-0.49,-0.061429232,E,L,7,0
0.05,-0.042139918,M,L,1,0
0.07,-0.16399984,M,J,3,0
-0.07,-0.07185835,K,K,0,1
0.26,0.05440235,O,M,2,0
0.3,0.03245902,O,M,2,0
-0.42,-0.032272294,F,L,6,0
0.46,0.014727324,P,M,3,0
-0.3,0.03188677,G,M,6,0
0.12,-0.048435435,N,L,2,0
-0.18,-0.04030536,I,L,3,0
0.3,0.04486668,O,M,2,0
-0.04,-0.058480814,L,L,0,1
0.0,-0.11181611,M,K,2,0
0.09,0.12385265,N,N,0,1
-0.77,0.00045016408,D,M,9,0
0.14,0.06742565,N,M,1,0
-0.02,-0.12648614,L,J,2,0
0.07,-0.12931183,M,J,3,0
-0.14,-0.07502892,J,K,1,0
-0.09,-0.0010521412,K,M,2,0
0.53,0.014760785,P,M,3,0
0.11,0.062671915,N,M,1,0
-0.18,-0.08441251,I,K,2,0
-0.25,-0.085422754,H,K,3,0
0.0,-0.081404366,M,K,2,0
0.0,-0.055431858,M,L,1,0
0.0,-0.012038544,M,L,1,0
0.0,-0.03290855,M,L,1,0
0.0,0.06274859,M,M,0,1
0.25,-0.044979215,O,L,3,0
0.04,-0.0021218508,M,M,0,1
-0.12,-0.040829092,K,L,1,0
